timestamp,open,high,low,close,volume
2019-10-31 17:00:00,9113.39,9114.98,9022.38,9037.92,2496.238481
2019-10-31 18:00:00,9037.92,9081.07,8913.0,9072.68,5314.384153
2019-10-31 19:00:00,9072.68,9149.42,9048.82,9109.53,2842.651065
2019-10-31 20:00:00,9109.53,9405.0,9108.42,9303.88,8100.18158
2019-10-31 21:00:00,9303.91,9330.0,9258.88,9290.88,2452.888987
2019-10-31 22:00:00,9290.5,9291.44,9222.33,9238.65,2308.504717
2019-10-31 23:00:00,9236.42,9276.0,9180.0,9213.98,2628.763481
2019-11-01 00:00:00,9213.98,9257.99,9202.0,9239.57,2087.552263
2019-11-01 01:00:00,9239.48,9264.04,9227.03,9243.41,1290.684839
2019-11-01 02:00:00,9244.93,9259.18,9193.1,9229.95,1199.733817
2019-11-01 03:00:00,9229.96,9250.0,9206.89,9211.04,1090.639003
2019-11-01 04:00:00,9211.02,9243.47,9123.33,9185.98,2463.66525
2019-11-01 05:00:00,9182.82,9200.0,9013.0,9126.2,4114.414399
2019-11-01 06:00:00,9126.22,9157.07,9083.86,9122.69,1348.611773
2019-11-01 07:00:00,9123.92,9157.0,9105.07,9140.85,1083.614566
2019-11-01 08:00:00,9140.86,9144.7,9098.28,9125.52,1312.058126
2019-11-01 09:00:00,9127.0,9141.7,9090.08,9092.65,992.634124
2019-11-01 10:00:00,9092.71,9140.61,9062.09,9123.16,1379.955092
2019-11-01 11:00:00,9122.85,9122.85,9043.85,9063.13,1559.194143
2019-11-01 12:00:00,9064.12,9100.0,9030.0,9078.33,1155.043623
2019-11-01 13:00:00,9077.63,9111.58,9072.28,9080.79,906.475974
2019-11-01 14:00:00,9080.62,9137.0,9070.0,9118.9,1092.372598
2019-11-01 15:00:00,9116.37,9127.5,9080.12,9099.0,1110.756136
2019-11-01 16:00:00,9099.43,9174.99,9094.2,9134.63,2269.695176
2019-11-01 17:00:00,9134.63,9136.0,9088.88,9103.12,1404.482801
2019-11-01 18:00:00,9103.42,9181.32,9095.13,9155.93,2095.123101
2019-11-01 19:00:00,9155.93,9279.0,9132.41,9163.16,4929.049692
2019-11-01 20:00:00,9164.56,9213.14,9130.0,9188.64,2496.501634
2019-11-01 21:00:00,9188.35,9219.98,9061.65,9112.86,3273.902143
2019-11-01 22:00:00,9111.95,9136.3,9075.8,9122.5,1998.404363
2019-11-01 23:00:00,9123.74,9248.51,9076.0,9082.43,3083.547989
2019-11-02 00:00:00,9082.43,9200.0,9060.0,9152.9,3046.516822
2019-11-02 01:00:00,9150.75,9202.0,9138.94,9159.94,1234.209237
2019-11-02 02:00:00,9160.16,9205.2,9148.84,9181.11,1068.5593
2019-11-02 03:00:00,9183.51,9213.57,9158.27,9170.49,945.639882
2019-11-02 04:00:00,9170.09,9209.0,9167.15,9190.25,1300.3398
2019-11-02 05:00:00,9190.15,9275.0,9180.0,9259.21,1886.482483
2019-11-02 06:00:00,9256.41,9277.16,9183.67,9188.5,1684.092001
2019-11-02 07:00:00,9190.93,9246.97,9184.82,9231.61,1369.777875
2019-11-02 08:00:00,9231.4,9265.29,9209.16,9243.54,1118.575654
2019-11-02 09:00:00,9244.74,9270.76,9224.03,9238.38,1838.470027
2019-11-02 10:00:00,9238.37,9249.98,9209.99,9249.88,962.53883
2019-11-02 11:00:00,9248.98,9251.01,9225.07,9236.67,1016.86401
2019-11-02 12:00:00,9236.27,9242.95,9196.0,9200.0,987.222292
2019-11-02 13:00:00,9200.81,9227.99,9191.02,9216.7,590.621909
2019-11-02 14:00:00,9217.44,9224.35,9186.21,9203.97,867.629188
2019-11-02 15:00:00,9204.06,9220.0,9191.47,9213.97,630.267079
2019-11-02 16:00:00,9213.97,9240.59,9194.19,9202.01,1357.263568
2019-11-02 17:00:00,9201.99,9224.35,9200.03,9208.9,702.72321
2019-11-02 18:00:00,9209.4,9221.0,9201.55,9214.91,752.806757
2019-11-02 19:00:00,9214.91,9255.0,9214.84,9241.14,1199.660583
2019-11-02 20:00:00,9242.1,9350.0,9201.02,9323.54,4415.768391
2019-11-02 21:00:00,9326.22,9373.74,9291.29,9350.24,3073.872618
2019-11-02 22:00:00,9350.25,9353.98,9308.88,9311.71,1470.856079
2019-11-02 23:00:00,9309.42,9324.39,9273.15,9324.36,1787.59523
2019-11-03 00:00:00,9323.01,9338.81,9294.77,9311.11,1170.56078
2019-11-03 01:00:00,9311.07,9330.0,9281.0,9288.39,1003.645516
2019-11-03 02:00:00,9288.38,9304.0,9264.59,9285.0,1025.78342
2019-11-03 03:00:00,9284.39,9320.0,9269.0,9315.92,904.870153
2019-11-03 04:00:00,9315.2,9318.73,9281.43,9303.26,662.059267
2019-11-03 05:00:00,9303.37,9303.52,9271.02,9271.97,545.349379
2019-11-03 06:00:00,9271.97,9299.77,9270.52,9287.55,311.700865
2019-11-03 07:00:00,9287.84,9298.24,9277.17,9289.52,526.356023
2019-11-03 08:00:00,9289.85,9340.35,9288.11,9302.78,1027.879089
2019-11-03 09:00:00,9304.1,9318.38,9299.09,9315.14,526.202123
2019-11-03 10:00:00,9315.22,9362.57,9311.65,9356.4,1328.425897
2019-11-03 11:00:00,9356.47,9359.54,9314.19,9330.32,1155.392601
2019-11-03 12:00:00,9329.75,9330.4,9241.0,9260.24,2059.471015
2019-11-03 13:00:00,9260.25,9271.15,9225.01,9263.05,1075.851627
2019-11-03 14:00:00,9262.9,9284.59,9251.57,9262.32,615.642834
2019-11-03 15:00:00,9258.8,9272.0,9236.57,9239.61,711.893785
2019-11-03 16:00:00,9239.6,9241.0,9182.0,9214.12,1870.268126
2019-11-03 17:00:00,9213.61,9237.89,9200.0,9212.8,863.126033
2019-11-03 18:00:00,9212.8,9216.85,9109.0,9142.35,2933.561449
2019-11-03 19:00:00,9142.23,9173.15,9120.0,9156.52,1262.666402
2019-11-03 20:00:00,9155.26,9165.0,9101.0,9150.08,1418.116318
2019-11-03 21:00:00,9150.08,9179.32,9132.04,9163.76,785.532298
2019-11-03 22:00:00,9163.76,9186.63,9135.04,9145.79,1064.976862
2019-11-03 23:00:00,9146.54,9182.04,9130.0,9177.68,893.869096
2019-11-04 00:00:00,9177.94,9180.0,9146.01,9164.44,801.480716
2019-11-04 01:00:00,9165.79,9167.0,9112.95,9157.51,1249.694126
2019-11-04 02:00:00,9157.72,9163.08,9130.67,9157.82,691.938385
2019-11-04 03:00:00,9158.84,9174.06,9133.03,9135.12,492.47893
2019-11-04 04:00:00,9135.11,9159.44,9133.56,9151.73,542.203699
2019-11-04 05:00:00,9151.72,9171.99,9066.14,9145.31,2113.472179
2019-11-04 06:00:00,9145.31,9214.99,9142.98,9203.44,1411.470042
2019-11-04 07:00:00,9204.98,9236.0,9183.59,9194.71,998.764647
2019-11-04 08:00:00,9196.46,9209.82,9145.62,9165.74,874.581566
2019-11-04 09:00:00,9165.73,9168.42,9136.0,9158.04,770.999735
2019-11-04 10:00:00,9158.04,9180.95,9144.4,9156.81,662.138469
2019-11-04 11:00:00,9157.54,9170.0,9133.0,9152.73,637.107064
2019-11-04 12:00:00,9152.16,9154.91,9115.84,9132.64,875.437023
2019-11-04 13:00:00,9132.64,9158.83,9125.96,9141.04,1101.161955
2019-11-04 14:00:00,9140.0,9171.76,9133.71,9160.22,871.691371
2019-11-04 15:00:00,9160.22,9197.34,9160.22,9179.42,1909.509292
2019-11-04 16:00:00,9179.66,9194.59,9143.68,9155.87,1200.927699
2019-11-04 17:00:00,9155.87,9175.0,9152.77,9173.5,957.948537
2019-11-04 18:00:00,9173.5,9220.77,9172.31,9199.96,1972.62019
2019-11-04 19:00:00,9199.56,9273.0,9198.86,9260.2,2858.809226
2019-11-04 20:00:00,9260.2,9279.99,9228.0,9235.08,2352.470596
2019-11-04 21:00:00,9235.17,9259.0,9235.08,9243.94,1080.630177
2019-11-04 22:00:00,9244.15,9324.41,9242.73,9299.04,2752.624324
2019-11-04 23:00:00,9297.76,9315.0,9264.76,9295.16,2352.814464
2019-11-05 00:00:00,9295.0,9325.0,9277.0,9299.01,2601.693924
2019-11-05 01:00:00,9299.47,9321.79,9296.71,9312.01,1367.662347
2019-11-05 02:00:00,9312.01,9313.71,9255.0,9264.02,1571.876745
2019-11-05 03:00:00,9261.84,9281.83,9245.17,9262.63,1058.693742
2019-11-05 04:00:00,9262.37,9513.68,9260.0,9446.75,9139.380039
2019-11-05 05:00:00,9448.07,9465.0,9412.0,9412.85,2188.853007
2019-11-05 06:00:00,9412.02,9424.89,9338.0,9364.14,2655.036762
2019-11-05 07:00:00,9364.26,9418.61,9356.44,9393.35,2079.788023
2019-11-05 08:00:00,9392.4,9399.84,9353.45,9370.89,1793.241236
2019-11-05 09:00:00,9370.9,9449.0,9369.14,9427.15,1899.205997
2019-11-05 10:00:00,9427.67,9454.95,9400.06,9427.52,1866.151556
2019-11-05 11:00:00,9427.52,9427.81,9385.57,9404.24,1687.350232
2019-11-05 12:00:00,9404.02,9404.06,9353.76,9376.76,1074.823248
2019-11-05 13:00:00,9376.67,9398.11,9360.13,9381.4,1244.618679
2019-11-05 14:00:00,9381.72,9382.34,9270.0,9285.03,3212.169526
2019-11-05 15:00:00,9284.78,9285.76,9175.76,9225.0,4707.84372
2019-11-05 16:00:00,9225.06,9256.96,9193.76,9236.5,1737.442514
2019-11-05 17:00:00,9235.93,9331.0,9230.0,9287.66,2869.127669
2019-11-05 18:00:00,9287.67,9306.04,9265.0,9280.22,1559.213085
2019-11-05 19:00:00,9280.15,9301.03,9265.65,9286.04,1405.334229
2019-11-05 20:00:00,9286.04,9328.0,9276.18,9295.78,1665.423181
2019-11-05 21:00:00,9296.51,9309.38,9217.0,9237.82,2229.591838
2019-11-05 22:00:00,9238.13,9379.0,9237.46,9345.41,3092.467628
2019-11-05 23:00:00,9345.4,9389.94,9325.52,9369.61,2178.195909
2019-11-06 00:00:00,9369.61,9386.99,9255.37,9337.39,2231.736234
2019-11-06 01:00:00,9338.84,9376.0,9320.0,9339.91,1485.417622
2019-11-06 02:00:00,9339.81,9358.61,9319.33,9331.39,1129.180005
2019-11-06 03:00:00,9330.96,9408.14,9326.71,9388.57,1181.525094
2019-11-06 04:00:00,9388.57,9415.33,9301.0,9351.25,2101.372106
2019-11-06 05:00:00,9350.18,9391.25,9337.01,9340.34,834.197762
2019-11-06 06:00:00,9339.74,9346.0,9275.0,9315.49,1167.083809
2019-11-06 07:00:00,9315.45,9344.58,9288.91,9308.66,1583.160786
2019-11-06 08:00:00,9307.73,9321.2,9270.0,9293.68,2286.811794
2019-11-06 09:00:00,9293.73,9312.29,9266.16,9307.45,1325.305812
2019-11-06 10:00:00,9307.57,9332.94,9298.3,9300.76,925.428617
2019-11-06 11:00:00,9301.83,9306.96,9276.01,9305.0,898.810761
2019-11-06 12:00:00,9304.57,9335.0,9296.96,9333.09,1442.945747
2019-11-06 13:00:00,9333.1,9350.0,9310.01,9331.29,1339.619929
2019-11-06 14:00:00,9331.29,9390.0,9312.39,9378.16,1869.289272
2019-11-06 15:00:00,9377.77,9440.91,9359.35,9389.65,3399.921694
2019-11-06 16:00:00,9389.65,9406.0,9370.0,9399.9,2090.759276
2019-11-06 17:00:00,9399.29,9402.0,9348.0,9360.78,2250.101553
2019-11-06 18:00:00,9361.77,9374.85,9332.0,9347.38,1714.815796
2019-11-06 19:00:00,9347.38,9389.9,9338.11,9369.1,1553.871213
2019-11-06 20:00:00,9369.1,9391.75,9335.0,9354.65,1566.201719
2019-11-06 21:00:00,9354.63,9361.53,9306.0,9319.55,1785.636749
2019-11-06 22:00:00,9319.55,9351.94,9303.0,9323.65,1882.193485
2019-11-06 23:00:00,9323.65,9351.0,9320.06,9334.93,1335.605465
2019-11-07 00:00:00,9334.92,9334.92,9285.0,9319.64,1593.717553
2019-11-07 01:00:00,9319.63,9322.26,9250.01,9294.04,1698.988614
2019-11-07 02:00:00,9294.03,9311.21,9265.5,9304.15,1249.853545
2019-11-07 03:00:00,9303.98,9340.0,9292.23,9293.5,1115.079981
2019-11-07 04:00:00,9292.96,9307.17,9272.52,9293.01,814.075966
2019-11-07 05:00:00,9293.01,9321.58,9293.0,9320.13,735.640148
2019-11-07 06:00:00,9320.11,9350.97,9315.15,9337.15,1524.146882
2019-11-07 07:00:00,9338.37,9363.58,9335.0,9339.05,937.348801
2019-11-07 08:00:00,9339.16,9367.99,9322.68,9340.83,992.161938
2019-11-07 09:00:00,9341.24,9375.0,9301.93,9323.16,1674.698026
2019-11-07 10:00:00,9323.11,9327.45,9275.12,9297.06,2155.485612
2019-11-07 11:00:00,9296.8,9311.98,9276.66,9300.09,1102.414467
2019-11-07 12:00:00,9300.09,9314.97,9283.9,9293.99,1268.077557
2019-11-07 13:00:00,9293.51,9310.46,9259.88,9304.45,1679.429074
2019-11-07 14:00:00,9304.62,9308.07,9279.27,9287.1,979.306061
2019-11-07 15:00:00,9287.11,9300.0,9215.0,9258.95,2735.082114
2019-11-07 16:00:00,9258.96,9273.12,9232.3,9255.54,2028.488411
2019-11-07 17:00:00,9256.05,9260.37,9225.97,9226.04,1392.068489
2019-11-07 18:00:00,9226.05,9229.84,9151.0,9208.0,4133.583127
2019-11-07 19:00:00,9207.83,9225.39,9185.0,9197.11,1587.178752
2019-11-07 20:00:00,9197.53,9214.22,9119.0,9180.05,2649.538349
2019-11-07 21:00:00,9180.98,9232.2,9165.01,9202.82,2056.961066
2019-11-07 22:00:00,9202.82,9240.0,9184.86,9223.6,1728.328646
2019-11-07 23:00:00,9223.62,9230.17,9186.0,9191.93,1373.656561
2019-11-08 00:00:00,9192.0,9234.34,9178.05,9209.29,1253.814064
2019-11-08 01:00:00,9209.29,9221.17,9192.58,9199.37,742.797488
2019-11-08 02:00:00,9199.14,9215.7,9188.07,9214.27,812.837249
2019-11-08 03:00:00,9214.01,9218.94,9196.87,9201.23,727.900347
2019-11-08 04:00:00,9201.09,9217.99,9185.14,9196.61,686.545061
2019-11-08 05:00:00,9197.75,9225.0,9101.0,9224.93,3111.67622
2019-11-08 06:00:00,9224.93,9265.88,9211.51,9229.42,1458.973886
2019-11-08 07:00:00,9227.08,9237.6,9202.0,9216.2,786.468288
2019-11-08 08:00:00,9214.0,9217.11,9176.45,9205.48,1342.021181
2019-11-08 09:00:00,9205.71,9242.02,9204.82,9221.33,1146.565752
2019-11-08 10:00:00,9223.01,9257.47,9215.47,9237.68,903.921749
2019-11-08 11:00:00,9237.96,9245.83,9226.22,9239.98,755.38286
2019-11-08 12:00:00,9239.96,9261.0,9215.99,9223.52,1387.82576
2019-11-08 13:00:00,9222.9,9238.69,9192.2,9207.46,1265.254044
2019-11-08 14:00:00,9208.13,9214.17,9171.0,9191.25,986.17386
2019-11-08 15:00:00,9191.0,9206.89,9110.0,9144.4,3038.871985
2019-11-08 16:00:00,9144.42,9158.75,9061.88,9085.63,4801.739144
2019-11-08 17:00:00,9086.07,9086.4,8955.0,9045.44,7062.472605
2019-11-08 18:00:00,9044.96,9054.36,9009.35,9026.13,1907.121767
2019-11-08 19:00:00,9026.62,9073.07,9020.0,9026.27,1848.379586
2019-11-08 20:00:00,9026.27,9035.0,8983.0,9011.76,2046.659029
2019-11-08 21:00:00,9010.83,9012.16,8760.0,8810.59,9412.196743
2019-11-08 22:00:00,8808.83,8853.0,8696.0,8772.08,7896.374426
2019-11-08 23:00:00,8771.96,8824.0,8728.0,8821.14,3392.407926
2019-11-09 00:00:00,8820.76,8821.4,8715.0,8764.21,2872.597922
2019-11-09 01:00:00,8764.21,8798.45,8757.5,8779.21,1458.587395
2019-11-09 02:00:00,8779.39,8857.14,8774.02,8820.42,2008.672948
2019-11-09 03:00:00,8819.11,8841.45,8795.1,8807.26,1214.468386
2019-11-09 04:00:00,8807.25,8844.0,8802.33,8810.28,871.806208
2019-11-09 05:00:00,8810.97,8904.5,8810.24,8874.04,1966.367822
2019-11-09 06:00:00,8874.99,8881.17,8802.04,8802.18,1363.139118
2019-11-09 07:00:00,8802.17,8833.63,8768.9,8773.73,1158.281027
2019-11-09 08:00:00,8773.74,8827.44,8730.5,8813.02,1662.026392
2019-11-09 09:00:00,8813.01,8832.51,8785.97,8807.03,1056.137212
2019-11-09 10:00:00,8807.03,8829.0,8788.16,8820.81,1465.713206
2019-11-09 11:00:00,8820.9,8842.49,8813.68,8836.48,1206.986524
2019-11-09 12:00:00,8836.04,8838.26,8805.58,8826.47,875.876585
2019-11-09 13:00:00,8826.38,8837.26,8815.71,8826.99,990.558664
2019-11-09 14:00:00,8827.2,8880.0,8827.1,8869.88,2207.776304
2019-11-09 15:00:00,8869.88,8878.04,8812.75,8823.73,1371.993495
2019-11-09 16:00:00,8822.91,8838.76,8807.0,8816.02,1171.757564
2019-11-09 17:00:00,8816.03,8852.0,8816.03,8831.18,1067.896489
2019-11-09 18:00:00,8831.88,8864.34,8830.0,8849.34,951.613284
2019-11-09 19:00:00,8849.09,8855.45,8812.16,8817.7,1136.846622
2019-11-09 20:00:00,8818.27,8856.0,8816.0,8843.55,1099.947063
2019-11-09 21:00:00,8845.22,8874.9,8833.2,8859.32,1240.928506
2019-11-09 22:00:00,8859.21,8870.0,8775.0,8820.66,1872.239663
2019-11-09 23:00:00,8820.65,8834.15,8774.0,8800.75,1862.665497
2019-11-10 00:00:00,8800.75,8827.09,8724.88,8753.87,2627.414812
2019-11-10 01:00:00,8752.3,8790.31,8742.64,8774.98,1167.182295
2019-11-10 02:00:00,8774.53,8787.79,8760.42,8766.71,745.399411
2019-11-10 03:00:00,8766.71,8780.17,8756.0,8757.7,648.938001
2019-11-10 04:00:00,8757.7,8789.99,8756.61,8782.14,724.049133
2019-11-10 05:00:00,8782.14,8810.78,8782.12,8810.0,586.141045
2019-11-10 06:00:00,8810.0,8819.43,8773.01,8796.05,984.309605
2019-11-10 07:00:00,8796.05,8831.0,8790.12,8809.41,745.084033
2019-11-10 08:00:00,8809.18,8810.43,8770.58,8774.52,574.385715
2019-11-10 09:00:00,8773.73,8793.45,8766.38,8780.19,758.186502
2019-11-10 10:00:00,8780.8,8791.36,8760.0,8771.64,594.863716
2019-11-10 11:00:00,8771.75,8776.48,8750.0,8773.33,631.224756
2019-11-10 12:00:00,8773.33,8803.26,8772.46,8783.34,931.567034
2019-11-10 13:00:00,8783.37,8864.0,8783.33,8857.35,1956.976372
2019-11-10 14:00:00,8857.35,8890.0,8830.0,8843.67,1611.939483
2019-11-10 15:00:00,8843.65,8855.43,8832.58,8848.11,872.215713
2019-11-10 16:00:00,8847.65,8888.0,8817.15,8822.78,1417.319928
2019-11-10 17:00:00,8824.25,8848.35,8811.0,8822.95,754.927367
2019-11-10 18:00:00,8822.95,8855.01,8817.48,8847.19,860.866183
2019-11-10 19:00:00,8847.31,8861.63,8824.05,8829.51,1210.557861
2019-11-10 20:00:00,8829.75,8859.39,8829.52,8841.21,812.718143
2019-11-10 21:00:00,8841.96,8848.35,8790.56,8812.2,1371.737959
2019-11-10 22:00:00,8811.37,8833.66,8783.5,8830.63,1182.833423
2019-11-10 23:00:00,8830.7,8833.63,8793.5,8800.64,1222.549571
2019-11-11 00:00:00,8800.0,9147.19,8787.37,9020.63,8309.670029
2019-11-11 01:00:00,9020.67,9066.99,9013.09,9037.0,2415.413647
2019-11-11 02:00:00,9037.0,9058.78,9023.01,9037.98,1269.575167
2019-11-11 03:00:00,9037.81,9060.0,9031.0,9048.29,1098.323299
2019-11-11 04:00:00,9048.29,9065.99,9030.0,9033.0,1085.199924
2019-11-11 05:00:00,9033.0,9050.0,9023.0,9041.86,953.041805
2019-11-11 06:00:00,9041.86,9099.0,9039.11,9082.34,1094.89132
2019-11-11 07:00:00,9082.34,9099.92,9027.76,9039.47,1431.04488
2019-11-11 08:00:00,9040.16,9057.34,9027.0,9042.97,1166.44255
2019-11-11 09:00:00,9042.96,9065.0,9035.01,9062.73,878.468556
2019-11-11 10:00:00,9063.67,9072.32,9040.55,9054.03,866.010053
